序号,书名,评分,价格,出版社,url
49669,三国演义-家庭书架,9.4 ,19.9,北京出版社,https://book.douban.com/subject/1881677/
49691,LePetitPrince,9.4 ,USD12.05,Gallimard,https://book.douban.com/subject/1459357/
49692,Paroles,9.4 ,98.00元,Gallimard,https://book.douban.com/subject/1835237/
49694,小王子,9.4 ,5,人民文学出版社,https://book.douban.com/subject/1043702/
49716,スタジオジブリ・レイアウト展,9.4 ,"JPY2,900",日本テレビ放送網株式會社,https://book.douban.com/subject/4827189/
49852,卡拉马佐夫兄弟（上下）,9.4 ,30.00元,国际文化,https://book.douban.com/subject/1833519/
49945,红楼梦,9.4 ,19.80元,华夏出版社,https://book.douban.com/subject/1925241/
49950,三国演义,9.4 ,70.00元,中华书局,https://book.douban.com/subject/3810698/
50009,ピロー・トーク,9.4 ,JPY590,芳文社,https://book.douban.com/subject/3924349/
50020,絕望先生19,9.4 ,95元,东立出版社,https://book.douban.com/subject/4269063/
50021,魁!!天兵高校14,9.4 ,85(元),东立出版社,https://book.douban.com/subject/3125642/
50022,魁!!天兵高校13,9.4 ,85(元),东立出版社,https://book.douban.com/subject/3125640/
50121,江户盗贼团五叶2,9.4 ,NT120,台灣東販,https://book.douban.com/subject/3196927/
50122,江戶盜賊團五葉03,9.4 ,NT$120,台灣東販股份有限公司,https://book.douban.com/subject/3310855/
50194,LIFE、LOVE1,9.4 ,630,芳文社,https://book.douban.com/subject/3539805/
50208,夜叉(12),9.4 ,80元,东立出版社,https://book.douban.com/subject/4004584/
50221,残酷な神が支配する1,9.4 ,610円（税込）,小学館,https://book.douban.com/subject/1950269/
50247,フラワー・オブ・ライフ1,9.4 ,546円（税込）,新書館,https://book.douban.com/subject/3536800/
50251,フラワー・オブ・ライフ3,9.4 ,557円（税込）,新書館,https://book.douban.com/subject/3536805/
50261,フラワー・オブ・ライフ4,9.4 ,557円（税込）,新書館,https://book.douban.com/subject/3536806/
50274,英诗金库,9.4 ,17,四川人民出版社,https://book.douban.com/subject/2027082/
50296,銀河鉄道の夜,9.4 ,420（税込）,新潮社,https://book.douban.com/subject/1944218/
50312,バッカーノ！2002【Bside】BloodSabbath,9.4 ,662円,メディアワークス,https://book.douban.com/subject/4714366/
50319,BACCANO！大騷動！1934完結篇,9.4 ,NT$260,台灣國際角川書店,https://book.douban.com/subject/6010317/
50381,ストレッチ3,9.4 ,JPY700,小学館,https://book.douban.com/subject/26379454/
50397,有頂天家族,9.4 ,¥686,幻冬舎,https://book.douban.com/subject/5290653/
50407,となりの怪物くん7,9.4 ,JPY440,講談社,https://book.douban.com/subject/6432328/
50430,火鳳燎原35,9.4 ,95元,东立出版社,https://book.douban.com/subject/3813028/
50434,火鳳燎原34,9.4 ,95元,东立出版社,https://book.douban.com/subject/3660579/
50453,王樣老師10,9.4 ,NT95,东立出版社,https://book.douban.com/subject/24828363/
50455,月刊少女野崎くん7,9.4 ,JPY514,スクウェア・エニック,https://book.douban.com/subject/26653153/
50481,花牌情緣6,9.4 ,NT95,东立出版社,https://book.douban.com/subject/6727185/
50485,花牌情緣11,9.4 ,NT95,东立出版社,https://book.douban.com/subject/6727195/
50486,花牌情緣10,9.4 ,NT95,东立出版社,https://book.douban.com/subject/6727194/
50488,花牌情緣12,9.4 ,NT$95,东立出版社,https://book.douban.com/subject/6901681/
50563,加菲猫,9.4 ,10.80元,北方妇儿,https://book.douban.com/subject/2275727/
50629,薔薇下的真相5,9.4 ,NT$130,長鴻出版社股份有限公司,https://book.douban.com/subject/6937979/
50631,薔薇下的真相4,9.4 ,NT$120,長鴻出版社股份有限公司,https://book.douban.com/subject/6937983/
50683,百年孤独,9.4 ,4.6,浙江文艺出版社,https://book.douban.com/subject/1762096/
50702,龙珠13,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425195/
50703,龙珠14,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425194/
50724,十二国記·風の万里·黎明の空（上）,9.4 ,683円,講談社,https://book.douban.com/subject/2982622/
50757,風之谷1,9.4 ,新台币160元,東販,https://book.douban.com/subject/1455527/
50773,火鳥(1),9.4 ,95元,時報文化,https://book.douban.com/subject/2066868/
50819,橙子故事4,9.4 ,28.00元,中国致公出版社,https://book.douban.com/subject/26299205/
50824,爆漫王。09,9.4 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/10463658/
50825,爆漫王。08,9.4 ,9.80元,安徽少年儿童出版社,https://book.douban.com/subject/6850378/
50841,新世纪福音战士13,9.4 ,15.00元,湖南美术出版社,https://book.douban.com/subject/19954788/
50889,新世紀福音戰士13,9.4 ,NT$120,台灣角川,https://book.douban.com/subject/11636836/
50890,新世紀福音戰士02,9.4 ,NT$100,台灣角川,https://book.douban.com/subject/6792279/
50894,ジョジョリオン2,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/10569126/
50896,ジョジョリオン4,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/23136003/
50899,STEELBALLRUN飆馬野郎(10),9.4 ,NT$85元,东立出版社,https://book.douban.com/subject/3113040/
50900,STEELBALLRUN飆馬野郎(09),9.4 ,NT$85元,东立出版社,https://book.douban.com/subject/3113039/
50905,STEELBALLRUN飆馬野郎(06),9.4 ,NT$85元,东立出版社,https://book.douban.com/subject/3113036/
50906,STEELBALLRUN飆馬野郎(07),9.4 ,NT$85元,东立出版社,https://book.douban.com/subject/3113037/
50907,STEELBALLRUN飆馬野郎(16),9.4 ,95元,东立出版社,https://book.douban.com/subject/3289933/
50908,STEELBALLRUN飆馬野郎(05),9.4 ,NT$85元,东立出版社,https://book.douban.com/subject/3113035/
50909,STEELBALLRUN飆馬野郎(18),9.4 ,95元,东立出版社,https://book.douban.com/subject/4022632/
50911,STEELBALLRUN飆馬野郎(19),9.4 ,95元,东立出版社,https://book.douban.com/subject/4215275/
50916,NANA(4),9.4 ,410日元,集英社,https://book.douban.com/subject/1984324/
50917,NANA(5),9.4 ,410日元,集英社,https://book.douban.com/subject/3095420/
50923,恐怖寵物店(07),9.4 ,100元,东立出版社,https://book.douban.com/subject/3830603/
50925,恐怖寵物店(06),9.4 ,100元,东立出版社,https://book.douban.com/subject/3830599/
50926,恐怖寵物店(04),9.4 ,100元,东立出版社,https://book.douban.com/subject/3830588/
50927,恐怖寵物店(03),9.4 ,100元,东立出版社,https://book.douban.com/subject/3830583/
50928,恐怖寵物店(05),9.4 ,100元,东立出版社,https://book.douban.com/subject/3830594/
50938,多重人格探偵サイコ(13),9.4 ,609円（税込）,角川書店,https://book.douban.com/subject/3381392/
50945,スラムダンク（3）,9.4 ,410円（税込）,集英社,https://book.douban.com/subject/3901974/
51089,HarryPotterandtheGobletofFire,9.4 ,£8.99,BloomsburyPublishingPlc,https://book.douban.com/subject/5915260/
51091,HarryPotterandthePrisonerofAzkaban,9.4 ,£6.99,BloomsburyPublishingPlc,https://book.douban.com/subject/5915263/
51173,夏目友人帳10,9.4 ,420円（税込）,白泉社,https://book.douban.com/subject/4911760/
51176,妖怪連絡簿10,9.4 ,95新台币,台湾东立出版社出版社,https://book.douban.com/subject/5363516/
51278,主奏吉他速度技巧,9.4 ,30.00元,湖南文艺出版社,https://book.douban.com/subject/1159503/
51312,早乙女太一写真集,9.4 ,3500円(税込),小学館,https://book.douban.com/subject/2248755/
51329,菲利普•迪克作品集（全5册）,9.4 ,145.6,译林出版社,https://book.douban.com/subject/25736982/
51388,AtlasofEgyptianArt,9.4 ,USD24.95,TheAmericanUniversityinCairoPress,https://book.douban.com/subject/3924548/
51478,天龙八部,9.4 ,123.00元,广州出版社,https://book.douban.com/subject/6969074/
51505,小王子,9.4 ,NT200,核心文化,https://book.douban.com/subject/2377607/
51614,遥远的野玫瑰村,9.4 ,17,少年儿童出版社,https://book.douban.com/subject/4262622/
51615,黄昏海的故事,9.4 ,17.00元,少年儿童出版社,https://book.douban.com/subject/4262625/
51619,风与树的歌,9.4 ,17,少年儿童出版社,https://book.douban.com/subject/4262612/
51680,安徒生童话选集,9.4 ,21.00元,译林出版社,https://book.douban.com/subject/1039134/
51794,江戶盜賊團五葉5,9.4 ,NT$120,台灣東販(股)公司,https://book.douban.com/subject/4827456/
51796,江戶盜賊團五葉6,9.4 ,NTD120元,台灣東販,https://book.douban.com/subject/4905968/
51806,百鬼夜行抄18[東立],9.4 ,NTD110元,东立出版社,https://book.douban.com/subject/3921259/
51817,中村明日美子コレクションⅠコペルニクスの呼吸1,9.4 ,JPY842,太田出版,https://book.douban.com/subject/26433077/
51832,橙は、半透明に二度寝する1,9.4 ,JPY463,講談社,https://book.douban.com/subject/25888290/
51859,ヒナまつり3,9.4 ,JPY651,エンターブレイン,https://book.douban.com/subject/10740774/
51905,ピンクとグレー,9.4 ,JPY605,KADOKAWA/角川書店,https://book.douban.com/subject/25820340/
51920,バッカーノ!1934獄中編AliceInJails,9.4 ,JPY683,メディアワークス,https://book.douban.com/subject/3120536/
51950,バクマン。2,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/3573286/
51951,バクマン。3,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/3773914/
51953,バクマン。5,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/4115828/
51956,バクマン。8,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/4605194/
51974,絕望先生28,9.4 ,NT$95,东立出版社,https://book.douban.com/subject/10481151/
52002,火鳳燎原36,9.4 ,95元,东立出版社,https://book.douban.com/subject/4051219/
52030,花牌情緣15,9.4 ,NT$95,东立出版社,https://book.douban.com/subject/10345015/
52070,玛法达的世界全集A,9.4 ,29.70元,作家出版社,https://book.douban.com/subject/1053752/
52136,銀魂50：9+1=柳生十兵衛,9.4 ,NT$100,东立出版社,https://book.douban.com/subject/25711112/
52141,銀魂02,9.4 ,NT$85,东立出版社,https://book.douban.com/subject/3137588/
52214,龙珠12,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425196/
52217,龙珠8,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425200/
52218,龙珠11,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425197/
52219,龙珠22,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1431417/
52220,龙珠15,9.4 ,6.9,中国少年儿童出版社,https://book.douban.com/subject/1425193/
52221,龙珠19,9.4 ,6.9,中国少年儿童出版社,https://book.douban.com/subject/1431415/
52222,龙珠7,9.4 ,8.70元,中国少年儿童出版社,https://book.douban.com/subject/1425201/
52225,龙珠21,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1431421/
52226,龙珠18,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1431410/
52244,十二国記·風の万里·黎明の空（下）,9.4 ,683円,講談社,https://book.douban.com/subject/2982620/
52247,十二国記·東の海神·西の滄海,9.4 ,641円,講談社,https://book.douban.com/subject/2982624/
52250,十二国記·図南の翼,9.4 ,JPY693,講談社,https://book.douban.com/subject/2982614/
52376,新世紀福音戰士03,9.4 ,NT$100,台灣角川,https://book.douban.com/subject/6792283/
52377,新世紀福音戰士01,9.4 ,NT$100,台灣角川,https://book.douban.com/subject/6791148/
52380,JOJO的奇妙冒險STONEOCEAN(12),9.4 ,NT$80元,东立出版社,https://book.douban.com/subject/3113019/
52381,JOJO的奇妙冒險STONEOCEAN(07),9.4 ,NT$80元,东立出版社,https://book.douban.com/subject/3113012/
52382,JOJO的奇妙冒險STONEOCEAN(10),9.4 ,NT$80元,东立出版社,https://book.douban.com/subject/3113017/
52385,STEELBALLRUN飆馬野郎(04),9.4 ,NT$85元,东立出版社,https://book.douban.com/subject/3113034/
52388,NANA(2),9.4 ,410日元,集英社,https://book.douban.com/subject/3066903/
52389,NANA(3),9.4 ,410日元,集英社,https://book.douban.com/subject/3066904/
52393,NANA(12),9.4 ,410日元,集英社,https://book.douban.com/subject/3113278/
52397,NANA(11),9.4 ,450日元,集英社,https://book.douban.com/subject/4133359/
52398,NANA(20),9.4 ,420日元,集英社,https://book.douban.com/subject/4133366/
52430,中国敦煌壁画全集1,9.4 ,380.00元,天津人民美术出版社,https://book.douban.com/subject/1813858/
52432,赵孟頫小楷道德经真迹,9.4 ,2.3,上海书画出版社,https://book.douban.com/subject/4908941/
52433,趙孟頫書心經墨迹,9.4 ,38,西泠印社,https://book.douban.com/subject/2371380/
52438,儒林外史彙校彙評,9.4 ,82.00元,上海古籍出版社,https://book.douban.com/subject/4730225/
52510,鋼之鍊金術師08,9.4 ,85(元),东立出版社,https://book.douban.com/subject/1369067/
52511,鋼之鍊金術師09,9.4 ,85(元),东立出版社,https://book.douban.com/subject/1369323/
52729,小王子,9.4 ,28.8,连环画出版社,https://book.douban.com/subject/3218539/
52745,RIVER's543Vol.2,9.4 ,71.60元,台灣東販出版社,https://book.douban.com/subject/1861770/
52763,棒球英豪（21-26）,9.4 ,39.60元,天津人民美术出版社,https://book.douban.com/subject/1271510/
52835,丁丁历险记（共22本）,9.4 ,264,中国少年儿童出版社,https://book.douban.com/subject/1540211/
52863,一切都不是你的错,9.4 ,36.00元,天津人民出版社,https://book.douban.com/subject/26718873/
52943,僕だけがいない街6,9.4 ,JPY626,KADOKAWA,https://book.douban.com/subject/26385383/
52994,男子高校生的日常05,9.4 ,NT$95,东立出版社,https://book.douban.com/subject/10463004/
53005,天人五衰,9.4 ,540円,新潮社;改版版,https://book.douban.com/subject/4119118/
53042,バクマン。14,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/6516945/
53045,バクマン。18,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/10558293/
53047,バクマン。19,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/10602762/
53094,火鳳燎原39,9.4 ,95元,东立出版社,https://book.douban.com/subject/4920004/
53098,月刊少女野崎同學03,9.4 ,NT$140,青文出版社,https://book.douban.com/subject/25892878/
53133,純情ロマンチカ☆イラスト集,9.4 ,JPY2310,角川書店,https://book.douban.com/subject/3145109/
53146,娃娃看天下2(40週年珍藏版),9.4 ,台幣：280元,皇冠文化,https://book.douban.com/subject/1785929/
53242,龙珠6,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425202/
53243,龙珠9,9.4 ,8.70元,中国少年儿童出版社,https://book.douban.com/subject/1425199/
53244,龙珠4,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425205/
53245,龙珠26,9.4 ,8.70元,中国少年儿童出版社,https://book.douban.com/subject/1449089/
53247,龙珠23,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1431419/
53248,龙珠28,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1449091/
53249,龙珠27,9.4 ,6.9,中国少年儿童出版社,https://book.douban.com/subject/1449093/
53250,龙珠5,9.4 ,6.90元,中国少年儿童出版社,https://book.douban.com/subject/1425203/
53251,龙珠29,9.4 ,8.70元,中国少年儿童出版社,https://book.douban.com/subject/1449088/
53252,藤子·F·不二雄SF短篇完全版3,9.4 ,350,青文,https://book.douban.com/subject/3134481/
53264,交響情人夢(08),9.4 ,85元,东立出版社,https://book.douban.com/subject/2142903/
53265,交響情人夢(06),9.4 ,85元,东立出版社,https://book.douban.com/subject/2142902/
53267,交響情人夢(05),9.4 ,85元,东立出版社,https://book.douban.com/subject/2142901/
53268,交響情人夢(09),9.4 ,85元,东立出版社,https://book.douban.com/subject/2142904/
53269,交響情人夢(17),9.4 ,90元,东立出版社,https://book.douban.com/subject/2142912/
53270,交響情人夢(13),9.4 ,85元,东立出版社,https://book.douban.com/subject/2142908/
53273,交響情人夢(16),9.4 ,85元,东立出版社,https://book.douban.com/subject/2142911/
53297,7SEEDS~幻海奇情~(05),9.4 ,85元,东立出版社,https://book.douban.com/subject/2122798/
53336,君に届け9,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/4026493/
53337,君に届け5,9.4 ,410円（税込）,集英社,https://book.douban.com/subject/3323743/
53338,君に届け8,9.4 ,420円（税込）,集英社,https://book.douban.com/subject/3323760/
